0.0109375 34143.1 15.4654 15.6091
0.0328125 30632.2 15.3568 15.4688
0.0546875 24790.6 15.1453 15.1842
0.0765625 18331.8 14.8434 14.767
0.0984375 12686.9 14.4754 14.2571
0.120312 8523.4 14.0776 13.7452
0.142187 5766.25 13.6868 13.3351
0.164062 3965.4 13.3124 13.016
0.185937 2701.43 12.9286 12.671
0.207812 1774.59 12.5084 12.2237
0.229687 1142.93 12.0684 11.7375
0.251562 778.926 11.685 11.4518
0.273438 608.041 11.4373 11.4623
0.295312 540.203 11.319 11.569
0.317187 514.054 11.2694 11.6111
0.339062 505.666 11.2529 11.5782
1
