0.009375 40011 15.4904 15.4833
0.028125 35447.7 15.3693 15.3641
0.046875 27980.6 15.1327 15.1325
0.065625 20010.5 14.7975 14.803
0.084375 13484.2 14.4027 14.4099
0.103125 9168.75 14.017 14.0021
0.121875 6707.76 13.7045 13.6675
0.140625 5236.24 13.4568 13.3926
0.159375 4052.54 13.2006 13.1134
0.178125 2929.03 12.8759 12.7683
0.196875 1984.56 12.4866 12.3342
0.215625 1369.97 12.116 11.9178
0.234375 1077.73 11.8761 11.6524
0.253125 974.314 11.7752 11.5832
0.271875 928.435 11.727 11.5916
0.290625 882.599 11.6763 11.5881
1
