0.009375 46892.3 15.605 15.6091
0.028125 42103.9 15.4972 15.5052
0.046875 34038.1 15.2846 15.2758
0.065625 24976.9 14.9751 14.9715
0.084375 16968.4 14.5885 14.5888
0.103125 11125.1 14.1663 14.1127
0.121875 7501.17 13.7722 13.7027
0.140625 5455.8 13.4538 13.3673
0.159375 4196.34 13.1913 13.0723
0.178125 3189.11 12.9169 12.8065
0.196875 2274.14 12.5787 12.4807
0.215625 1527.54 12.1808 12.0419
0.234375 1051.63 11.8075 11.6625
0.253125 853.252 11.5984 11.4518
0.271875 847.106 11.5912 11.454
0.290625 920.595 11.6744 11.5518
1
