0.009375 48914.4 15.6081 15.6091
0.028125 43897.9 15.4999 15.5052
0.046875 35445.7 15.286 15.2758
0.065625 25944.7 14.974 14.9715
0.084375 17539.3 14.5824 14.5888
0.103125 11399.3 14.1515 14.1127
0.121875 7593.03 13.7452 13.7027
0.140625 5464.35 13.4162 13.3673
0.159375 4191.82 13.1511 13.0723
0.178125 3209.46 12.8841 12.8065
0.196875 2327.08 12.5626 12.4807
0.215625 1599.63 12.1878 12.0419
0.234375 1123.8 11.8347 11.6625
0.253125 914.97 11.6291 11.4518
0.271875 899.994 11.6126 11.454
0.290625 971.411 11.689 11.5518
1
