REMARK 265 
REMARK 265 EXPERIMENT TYPE : X-RAY SOLUTION SCATTERING
REMARK 265 DATA ACQUISITION
REMARK 265              RADIATION SOURCE : BENDING MAGNET 
REMARK 265             SYNCHROTRON (Y/N) : Y 
REMARK 265                      BEAMLINE :  
REMARK 265
REMARK 265       DATA REDUCTION SOFTWARE : SCATTER (v )
REMARK 265               SOFTWARE AUTHOR : RP RAMBO
REMARK 265        DATA ANALYSIS SOFTWARE : SCATTER (v )
REMARK 265               SOFTWARE AUTHOR : RP RAMBO
REMARK 265
REMARK 265 EXPERIMENTAL INFO
REMARK 265  INFORMATION CAN BE ADDED BY DUPLICATING THE NOTE LINE BELOW
REMARK 265
REMARK 265  NOTE :  
REMARK 265
REMARK 265 EXPERIMENTAL DETAILS
REMARK 265 BUFFER COMPOSITION 
REMARK 265          TEMPERATURE (KELVIN) : 298
REMARK 265                            PH : X.X
REMARK 265                 SAMPLE BUFFER : XXX mM HEPES
REMARK 265                 SAMPLE BUFFER : XXX mM KCl
REMARK 265                 SAMPLE BUFFER : X mM TCEP
REMARK 265                 SAMPLE BUFFER : X mM KNitrate
REMARK 265
REMARK 265  DATASET MAY CONTAIN FEWER POINTS THAN ORIGINAL DATA : apoCAM_average_average 
REMARK 265  REFINEMENT OR MANUAL TRIMMING OF SCATTERING CURVE MAY PRODUCE FEWER DATA. 
REMARK 265                  PERCENT KEPT : 81.565 
REMARK 265  
REMARK 265 SAXS DERIVED PARAMETERS
REMARK 265
REMARK 265  RECI REFERS TO RECIPROCAL SPACE VALUES DERIVED FROM GUINIER ANALYSIS
REMARK 265  REAL REFERS TO REAL SPACE VALUES DERIVED FROM P(R)-DISTRIBUTION
REMARK 265                     REAL I(0) : 4.992E-02 
REMARK 265         REAL I(0) ERROR (+/-) : -1.003E-01 
REMARK 265                     RECI I(0) : 5.099E-02 
REMARK 265         RECI I(0) ERROR (+/-) : 4.551E-05 
REMARK 265            PERCENT DIFFERENCE : 2.127 
REMARK 265                       REAL Rg : 2.089E+01 (Angstroms)
REMARK 265           REAL Rg ERROR (+/-) : 6.449E-02 (Angstroms)
REMARK 265                       RECI Rg : 2.053E+01 (Angstroms)
REMARK 265           RECI Rg ERROR (+/-) : 8.271E-02 
REMARK 265            PERCENT DIFFERENCE : 1.173 
REMARK 265                        VOLUME : 27213 (Angstroms^3) 
REMARK 265    Porod Volume Mass (d 1.11) : 17540 (Angstroms^3) RECI 
REMARK 265    Porod Volume Mass (d 1.11) : 17171 (Angstroms^3) REAL 
REMARK 265    Porod Volume Mass (d 1.37) : 18032 (Angstroms^3) RECI 
REMARK 265    Porod Volume Mass (d 1.37) : 17653 (Angstroms^3) REAL 
REMARK 265          POROD EXPONENT (P_E) : 3.733 
REMARK 265                      REAL <r> : 26.565 (Angstroms)
REMARK 265                          DMAX : 64 (Angstroms) 
REMARK 265   RESOLUTION LIMIT       QMAX : 3.449003E-01 (Angstroms^-1) 
REMARK 265   RESOLUTION LIMIT (d-SPACING): 18.2 (Angstroms) 
REMARK 265   RESOLUTION LIMIT  BIN WIDTH : 9.1 (Angstroms) 
REMARK 265    COLUMNS : q, I_OBS(q), error, I_CALC(q)
REMARK 265          q : defined in inverse Angstroms
3.54855E-02	4.27990E-02	2.83114E-04	4.30670E-02
3.57076E-02	4.26992E-02	2.80801E-04	4.29633E-02
3.59297E-02	4.27084E-02	2.80199E-04	4.28593E-02
3.61518E-02	4.27465E-02	2.83843E-04	4.27550E-02
3.63739E-02	4.23504E-02	2.77017E-04	4.26505E-02
3.65961E-02	4.20961E-02	2.74983E-04	4.25458E-02
3.68182E-02	4.23449E-02	2.79335E-04	4.24409E-02
3.70403E-02	4.22293E-02	2.73381E-04	4.23357E-02
3.72624E-02	4.19498E-02	2.75641E-04	4.22302E-02
3.74845E-02	4.19680E-02	2.78557E-04	4.21246E-02
3.77067E-02	4.19709E-02	2.69681E-04	4.20187E-02
3.79288E-02	4.17774E-02	2.70246E-04	4.19126E-02
3.81509E-02	4.14983E-02	2.68109E-04	4.18063E-02
3.83730E-02	4.14496E-02	2.67944E-04	4.16997E-02
3.85952E-02	4.12526E-02	2.75152E-04	4.15929E-02
3.88173E-02	4.09155E-02	2.68939E-04	4.14859E-02
3.90394E-02	4.12661E-02	2.66466E-04	4.13787E-02
3.92615E-02	4.06664E-02	2.68244E-04	4.12713E-02
3.94836E-02	4.09875E-02	2.60703E-04	4.11637E-02
3.97058E-02	4.07186E-02	2.71145E-04	4.10559E-02
3.99279E-02	4.08553E-02	2.61467E-04	4.09479E-02
4.01500E-02	4.05719E-02	2.61733E-04	4.08397E-02
4.03721E-02	4.02769E-02	2.62247E-04	4.07312E-02
4.05942E-02	4.01836E-02	2.55830E-04	4.06226E-02
4.08164E-02	4.01962E-02	2.61671E-04	4.05138E-02
4.10385E-02	4.01921E-02	2.56108E-04	4.04048E-02
4.12606E-02	4.03658E-02	2.54027E-04	4.02957E-02
4.14827E-02	3.93591E-02	2.59750E-04	4.01863E-02
4.17048E-02	3.97902E-02	2.57164E-04	4.00768E-02
4.19270E-02	3.97450E-02	2.50252E-04	3.99671E-02
4.21491E-02	3.98838E-02	2.53883E-04	3.98572E-02
4.23712E-02	3.94920E-02	2.50781E-04	3.97471E-02
4.25933E-02	3.92508E-02	2.50316E-04	3.96369E-02
4.28155E-02	3.95634E-02	2.51196E-04	3.95265E-02
4.30376E-02	3.90137E-02	2.50499E-04	3.94160E-02
4.32597E-02	3.91670E-02	2.48111E-04	3.93053E-02
4.34818E-02	3.87864E-02	2.47067E-04	3.91945E-02
4.37039E-02	3.89724E-02	2.44068E-04	3.90834E-02
4.39261E-02	3.90577E-02	2.51073E-04	3.89723E-02
4.41482E-02	3.87297E-02	2.45466E-04	3.88610E-02
4.43703E-02	3.86863E-02	2.51530E-04	3.87496E-02
4.45924E-02	3.84113E-02	2.43258E-04	3.86380E-02
4.48145E-02	3.87497E-02	2.40404E-04	3.85263E-02
4.50367E-02	3.79661E-02	2.40202E-04	3.84144E-02
4.52588E-02	3.89668E-02	2.41958E-04	3.83025E-02
4.54809E-02	3.83175E-02	2.42878E-04	3.81904E-02
4.57030E-02	3.78529E-02	2.42310E-04	3.80782E-02
4.59252E-02	3.75031E-02	2.38998E-04	3.79658E-02
4.61473E-02	3.76345E-02	2.37832E-04	3.78534E-02
4.63694E-02	3.80090E-02	2.36500E-04	3.77408E-02
