0.0354855 0.042799 0.000283114 0.043067
0.0357076 0.0426992 0.000280801 0.0429633
0.0359297 0.0427084 0.000280199 0.0428593
0.0361518 0.0427465 0.000283843 0.042755
0.0363739 0.0423504 0.000277017 0.0426505
0.0365961 0.0420961 0.000274983 0.0425458
0.0368182 0.0423449 0.000279335 0.0424409
0.0370403 0.0422293 0.000273381 0.0423357
0.0372624 0.0419498 0.000275641 0.0422302
0.0374845 0.041968 0.000278557 0.0421246
0.0377067 0.0419709 0.000269681 0.0420187
0.0379288 0.0417774 0.000270246 0.0419126
0.0381509 0.0414983 0.000268109 0.0418063
0.038373 0.0414496 0.000267944 0.0416997
0.0385952 0.0412526 0.000275152 0.0415929
0.0388173 0.0409155 0.000268939 0.0414859
0.0390394 0.0412661 0.000266466 0.0413787
0.0392615 0.0406664 0.000268244 0.0412713
0.0394836 0.0409875 0.000260703 0.0411637
0.0397058 0.0407186 0.000271145 0.0410559
0.0399279 0.0408553 0.000261467 0.0409479
0.04015 0.0405719 0.000261733 0.0408397
0.0403721 0.0402769 0.000262247 0.0407312
0.0405942 0.0401836 0.00025583 0.0406226
0.0408164 0.0401962 0.000261671 0.0405138
0.0410385 0.0401921 0.000256108 0.0404048
0.0412606 0.0403658 0.000254027 0.0402957
0.0414827 0.0393591 0.00025975 0.0401863
0.0417048 0.0397902 0.000257164 0.0400768
0.041927 0.039745 0.000250252 0.0399671
0.0421491 0.0398838 0.000253883 0.0398572
0.0423712 0.039492 0.000250781 0.0397471
0.0425933 0.0392508 0.000250316 0.0396369
0.0428155 0.0395634 0.000251196 0.0395265
0.0430376 0.0390137 0.000250499 0.039416
0.0432597 0.039167 0.000248111 0.0393053
0.0434818 0.0387864 0.000247067 0.0391945
0.0437039 0.0389724 0.000244068 0.0390834
0.0439261 0.0390577 0.000251073 0.0389723
0.0441482 0.0387297 0.000245466 0.038861
0.0443703 0.0386863 0.00025153 0.0387496
0.0445924 0.0384113 0.000243258 0.038638
0.0448145 0.0387497 0.000240404 0.0385263
0.0450367 0.0379661 0.000240202 0.0384144
0.0452588 0.0389668 0.000241958 0.0383025
0.0454809 0.0383175 0.000242878 0.0381904
0.045703 0.0378529 0.00024231 0.0380782
0.0459252 0.0375031 0.000238998 0.0379658
0.0461473 0.0376345 0.000237832 0.0378534
0.0463694 0.038009 0.0002365 0.0377408
0.0465915 0.0374477 0.000234786 0.0376282
0.0468136 0.0379442 0.000236981 0.0375154
0.0470358 0.0374927 0.000235925 0.0374025
0.0472579 0.0374361 0.000233549 0.0372895
0.04748 0.0372006 0.000233011 0.0371765
0.0477021 0.0371683 0.000232226 0.0370633
0.0479242 0.0365744 0.000231684 0.0369501
0.0481464 0.036215 0.0002339 0.0368367
0.0483685 0.0366142 0.000232706 0.0367233
0.0485906 0.0364616 0.000235014 0.0366098
0.0488127 0.0367482 0.000227458 0.0364963
0.0490348 0.0360688 0.000228028 0.0363826
