0.009375 60500.7 15.6325 15.6091
0.028125 53890.2 15.5168 15.5052
0.046875 42919.5 15.2892 15.2758
0.065625 30877.8 14.9599 14.9715
0.084375 20535.8 14.552 14.5888
0.103125 13200.3 14.1101 14.1127
0.121875 8727.78 13.6963 13.7027
0.140625 6183.74 13.3518 13.3673
0.159375 4591.27 13.054 13.0723
0.178125 3364.72 12.7432 12.8065
0.196875 2340.4 12.3802 12.4807
0.215625 1570.32 11.9811 12.0419
0.234375 1110.87 11.635 11.6625
0.253125 931.588 11.459 11.4518
0.271875 931.615 11.459 11.454
0.290625 994.794 11.5246 11.5518
1
