Sample description: REMARK 265
Sample: REMARK 265  c= 0 mg/ml  Code: 
  1.358155e-02   1.106660e+01   1.081610e-01
  1.405089e-02   1.100170e+01   1.009610e-01
  1.452022e-02   1.105330e+01   1.015250e-01
  1.498955e-02   1.082450e+01   9.578710e-02
  1.545888e-02   1.086880e+01   9.570670e-02
  1.592822e-02   1.072170e+01   9.121190e-02
  1.639755e-02   1.046120e+01   8.635990e-02
  1.686688e-02   1.044920e+01   8.911820e-02
  1.733622e-02   1.046450e+01   8.816230e-02
  1.780555e-02   1.022550e+01   8.140540e-02
  1.827488e-02   1.014520e+01   8.220080e-02
  1.874421e-02   1.018740e+01   7.863250e-02
  1.921355e-02   9.979780e+00   7.880530e-02
  1.968288e-02   1.000670e+01   7.751840e-02
  2.015221e-02   9.763220e+00   7.440870e-02
  2.062154e-02   9.655600e+00   7.165970e-02
  2.109088e-02   9.690170e+00   7.317990e-02
  2.156021e-02   9.598720e+00   7.271580e-02
  2.202954e-02   9.578620e+00   6.941480e-02
  2.249887e-02   9.379550e+00   6.800700e-02
  2.296821e-02   9.091600e+00   6.779380e-02
  2.343754e-02   9.098900e+00   6.822190e-02
  2.390687e-02   8.878770e+00   6.681350e-02
  2.437621e-02   8.956000e+00   6.455930e-02
  2.484554e-02   8.806200e+00   6.548110e-02
  2.531487e-02   8.595240e+00   6.437160e-02
  2.578420e-02   8.592540e+00   6.306430e-02
  2.625354e-02   8.544630e+00   6.162280e-02
  2.672287e-02   8.365690e+00   6.139490e-02
  2.719220e-02   8.369570e+00   6.203110e-02
  2.766153e-02   8.196850e+00   6.059320e-02
  2.813087e-02   8.061650e+00   5.798890e-02
  2.860020e-02   7.869140e+00   5.748470e-02
  2.906953e-02   7.927590e+00   5.924170e-02
  2.953886e-02   7.720130e+00   5.829760e-02
  3.000820e-02   7.559470e+00   5.586700e-02
  3.047753e-02   7.593210e+00   5.535010e-02
  3.094686e-02   7.378430e+00   5.509810e-02
  3.141619e-02   7.237350e+00   5.667290e-02
  3.188553e-02   7.346050e+00   5.340140e-02
  3.235486e-02   7.078030e+00   5.343830e-02
  3.282419e-02   7.104740e+00   5.335350e-02
  3.329353e-02   6.848720e+00   5.421560e-02
  3.376286e-02   6.888290e+00   5.107180e-02
  3.423219e-02   6.784560e+00   5.162680e-02
  3.470152e-02   6.664150e+00   5.193410e-02
  3.517086e-02   6.393390e+00   5.519210e-02
  3.564019e-02   6.419830e+00   5.433260e-02
  3.610952e-02   6.290570e+00   5.330370e-02
  3.657885e-02   6.130390e+00   5.578320e-02
  3.704819e-02   6.060460e+00   5.616120e-02
  3.751752e-02   6.023130e+00   5.817950e-02
  3.798685e-02   5.890710e+00   5.461920e-02
  3.845618e-02   5.906630e+00   5.733840e-02
  3.892552e-02   5.797790e+00   5.739070e-02
  3.939485e-02   5.618640e+00   5.787330e-02
  3.986418e-02   5.463330e+00   5.832810e-02
  4.033351e-02   5.437140e+00   6.074530e-02
  4.080285e-02   5.290030e+00   6.188720e-02
  4.127218e-02   5.296180e+00   6.419230e-02
  4.174151e-02   5.230110e+00   6.338030e-02
  4.221085e-02   4.999030e+00   6.459110e-02
  4.268018e-02   4.777470e+00   6.671490e-02
  4.314951e-02   5.024600e+00   6.804010e-02
  4.361884e-02   4.908290e+00   6.797610e-02
  4.408818e-02   4.790230e+00   6.971140e-02
  4.455751e-02   4.603750e+00   7.046670e-02
  4.502684e-02   4.539860e+00   7.089820e-02
  4.549617e-02   4.506660e+00   7.254230e-02
  4.596551e-02   4.230860e+00   7.101360e-02
  4.643484e-02   4.391920e+00   6.844080e-02
  4.690417e-02   4.178810e+00   6.678460e-02
  4.737350e-02   4.269400e+00   6.489010e-02
  4.784284e-02   4.208690e+00   6.511020e-02
  4.831217e-02   3.979780e+00   6.462650e-02
  4.878150e-02   4.147720e+00   6.354450e-02
  4.925083e-02   3.875580e+00   6.428950e-02
  4.972017e-02   3.889440e+00   6.356750e-02
  5.018950e-02   3.750050e+00   6.103640e-02
  5.065883e-02   3.644010e+00   6.159570e-02
  5.112817e-02   3.646740e+00   6.527210e-02
  5.159750e-02   3.498050e+00   6.244540e-02
  5.206683e-02   3.481460e+00   5.908800e-02
  5.253616e-02   3.261000e+00   6.063120e-02
  5.300550e-02   3.470550e+00   6.171850e-02
  5.347483e-02   3.309180e+00   6.050740e-02
  5.394416e-02   3.223340e+00   5.847050e-02
  5.441349e-02   3.300990e+00   5.920440e-02
  5.488283e-02   3.153310e+00   5.924290e-02
  5.535216e-02   3.066650e+00   5.927590e-02
  5.582149e-02   3.090560e+00   5.642470e-02
  5.629082e-02   2.909360e+00   5.714540e-02
