Sample description: REMARK 265
Sample: REMARK 265  c= 0 mg/ml  Code: 
  1.264289e-02   3.142980e+01   1.648100e-01
  1.311222e-02   3.129620e+01   1.535480e-01
  1.358155e-02   3.095200e+01   1.494970e-01
  1.405089e-02   3.060090e+01   1.402390e-01
  1.452022e-02   3.089080e+01   1.404480e-01
  1.498955e-02   3.034060e+01   1.337130e-01
  1.545888e-02   3.037610e+01   1.319300e-01
  1.592822e-02   2.984930e+01   1.274930e-01
  1.639755e-02   2.981050e+01   1.194200e-01
  1.686688e-02   2.972110e+01   1.226290e-01
  1.733622e-02   2.897690e+01   1.208710e-01
  1.780555e-02   2.897140e+01   1.150680e-01
  1.827488e-02   2.867390e+01   1.120190e-01
  1.874421e-02   2.818670e+01   1.108570e-01
  1.921355e-02   2.826280e+01   1.114050e-01
  1.968288e-02   2.755420e+01   1.089060e-01
  2.015221e-02   2.720410e+01   1.068380e-01
  2.062154e-02   2.737190e+01   1.014100e-01
  2.109088e-02   2.694770e+01   1.034970e-01
  2.156021e-02   2.671790e+01   1.028100e-01
  2.202954e-02   2.635590e+01   9.770010e-02
  2.249887e-02   2.618170e+01   9.608390e-02
  2.296821e-02   2.576500e+01   9.583450e-02
  2.343754e-02   2.548940e+01   9.589420e-02
  2.390687e-02   2.511330e+01   9.273850e-02
  2.437621e-02   2.483630e+01   9.089750e-02
  2.484554e-02   2.475510e+01   9.149610e-02
  2.531487e-02   2.421410e+01   9.061460e-02
  2.578420e-02   2.390940e+01   8.773860e-02
  2.625354e-02   2.351440e+01   8.414320e-02
  2.672287e-02   2.336860e+01   8.646660e-02
  2.719220e-02   2.290920e+01   8.546820e-02
  2.766153e-02   2.254460e+01   8.359380e-02
  2.813087e-02   2.248650e+01   8.124890e-02
  2.860020e-02   2.195030e+01   7.950410e-02
  2.906953e-02   2.166100e+01   8.307130e-02
  2.953886e-02   2.129090e+01   8.241550e-02
  3.000820e-02   2.114840e+01   7.706670e-02
  3.047753e-02   2.074130e+01   7.814530e-02
  3.094686e-02   2.044580e+01   7.659630e-02
  3.141619e-02   2.017150e+01   7.884840e-02
  3.188553e-02   1.984070e+01   7.294940e-02
  3.235486e-02   1.942780e+01   7.411650e-02
  3.282419e-02   1.924380e+01   7.397190e-02
  3.329353e-02   1.903570e+01   7.512060e-02
  3.376286e-02   1.859000e+01   7.037880e-02
  3.423219e-02   1.840250e+01   7.121650e-02
  3.470152e-02   1.810010e+01   7.174070e-02
  3.517086e-02   1.781380e+01   7.593610e-02
  3.564019e-02   1.753270e+01   7.392380e-02
  3.610952e-02   1.723490e+01   7.304550e-02
  3.657885e-02   1.692250e+01   7.587820e-02
  3.704819e-02   1.658200e+01   7.688930e-02
  3.751752e-02   1.635780e+01   7.897730e-02
  3.798685e-02   1.614690e+01   7.463380e-02
  3.845618e-02   1.575620e+01   7.808120e-02
  3.892552e-02   1.564160e+01   7.767010e-02
  3.939485e-02   1.522050e+01   7.903690e-02
  3.986418e-02   1.498580e+01   7.949530e-02
  4.033351e-02   1.485830e+01   8.287710e-02
  4.080285e-02   1.448340e+01   8.425820e-02
  4.127218e-02   1.429220e+01   8.481890e-02
  4.174151e-02   1.413950e+01   8.585920e-02
  4.221085e-02   1.368240e+01   8.741840e-02
  4.268018e-02   1.347430e+01   9.092260e-02
  4.314951e-02   1.321840e+01   9.224000e-02
  4.361884e-02   1.306560e+01   9.163530e-02
  4.408818e-02   1.283540e+01   9.267440e-02
  4.455751e-02   1.241680e+01   9.475080e-02
  4.502684e-02   1.229290e+01   9.392920e-02
  4.549617e-02   1.228630e+01   9.622520e-02
  4.596551e-02   1.201870e+01   9.380640e-02
  4.643484e-02   1.155880e+01   9.167450e-02
  4.690417e-02   1.157870e+01   8.991320e-02
  4.737350e-02   1.142830e+01   8.684040e-02
  4.784284e-02   1.090910e+01   8.723630e-02
  4.831217e-02   1.096840e+01   8.639010e-02
  4.878150e-02   1.081540e+01   8.468820e-02
  4.925083e-02   1.062510e+01   8.580480e-02
  4.972017e-02   1.056830e+01   8.545560e-02
  5.018950e-02   1.029000e+01   8.132380e-02
  5.065883e-02   1.001080e+01   8.205870e-02
  5.112817e-02   9.815500e+00   8.502550e-02
  5.159750e-02   9.577260e+00   8.325500e-02
  5.206683e-02   9.338540e+00   7.837720e-02
  5.253616e-02   9.298580e+00   8.054310e-02
  5.300550e-02   9.205090e+00   8.209080e-02
  5.347483e-02   9.014530e+00   8.018060e-02
  5.394416e-02   8.746760e+00   7.742320e-02
  5.441349e-02   8.630570e+00   7.837330e-02
  5.488283e-02   8.580630e+00   7.841970e-02
  5.535216e-02   8.323900e+00   7.853650e-02
  5.582149e-02   8.143450e+00   7.467580e-02
  5.629082e-02   8.120420e+00   7.569050e-02
  5.676016e-02   8.044210e+00   7.556240e-02
  5.722949e-02   7.722040e+00   7.642690e-02
  5.769882e-02   7.698610e+00   7.385160e-02
  5.816816e-02   7.791870e+00   7.348430e-02
  5.863749e-02   7.442090e+00   7.348040e-02
  5.910682e-02   7.291440e+00   7.591860e-02
  5.957615e-02   7.302430e+00   7.283610e-02
  6.004549e-02   6.995680e+00   7.272490e-02
  6.051482e-02   6.985110e+00   7.281130e-02
  6.098415e-02   6.927170e+00   7.348070e-02
  6.145348e-02   6.754580e+00   7.156050e-02
  6.192282e-02   6.671550e+00   7.076680e-02
  6.239215e-02   6.544310e+00   7.186690e-02
  6.286148e-02   6.404160e+00   7.202570e-02
  6.333081e-02   6.408750e+00   7.269650e-02
  6.380015e-02   6.260500e+00   6.879430e-02
  6.426948e-02   5.860670e+00   7.112030e-02
  6.473881e-02   6.035150e+00   7.085100e-02
  6.520814e-02   6.046690e+00   7.161190e-02
  6.567748e-02   5.927850e+00   6.891640e-02
  6.614681e-02   5.822620e+00   6.931070e-02
  6.661614e-02   5.818300e+00   6.953960e-02
  6.708548e-02   5.541580e+00   7.061670e-02
  6.755481e-02   5.569870e+00   6.849470e-02
  6.802414e-02   5.533310e+00   6.911870e-02
  6.849347e-02   5.457630e+00   6.913170e-02
  6.896281e-02   5.305280e+00   6.951850e-02
  6.943214e-02   5.301800e+00   6.837670e-02
  6.990147e-02   5.138120e+00   6.708730e-02
  7.037080e-02   4.943520e+00   6.780230e-02
  7.084014e-02   4.916310e+00   6.756730e-02
  7.130947e-02   4.782970e+00   6.861590e-02
  7.177880e-02   4.830110e+00   6.649550e-02
  7.224813e-02   4.834690e+00   6.684320e-02
  7.271747e-02   4.719390e+00   6.766120e-02
  7.318680e-02   4.686850e+00   6.705620e-02
  7.365613e-02   4.693410e+00   6.613800e-02
  7.412546e-02   4.691870e+00   6.582490e-02
  7.459480e-02   4.437770e+00   6.673290e-02
  7.506413e-02   4.347210e+00   6.588210e-02
  7.553346e-02   4.269000e+00   6.625580e-02
  7.600280e-02   4.229520e+00   6.506740e-02
  7.647213e-02   4.100580e+00   6.543870e-02
  7.694146e-02   4.220500e+00   6.635440e-02
  7.741079e-02   4.080090e+00   6.500550e-02
  7.788013e-02   4.172230e+00   6.417630e-02
  7.834946e-02   4.105590e+00   6.416710e-02
  7.881879e-02   4.033320e+00   6.594890e-02
  7.928812e-02   4.085250e+00   6.467540e-02
  7.975746e-02   3.955150e+00   6.368370e-02
  8.022679e-02   3.757130e+00   6.390260e-02
  8.069612e-02   3.699500e+00   6.529990e-02
  8.116545e-02   3.813550e+00   6.477650e-02
  8.163479e-02   3.618040e+00   6.254740e-02
  8.210412e-02   3.734640e+00   6.286130e-02
  8.257345e-02   3.568150e+00   6.425100e-02
  8.304279e-02   3.581460e+00   6.285390e-02
  8.351212e-02   3.577720e+00   6.378580e-02
  8.398145e-02   3.295800e+00   6.189600e-02
  8.445078e-02   3.308250e+00   6.262620e-02
  8.492012e-02   3.279580e+00   6.304110e-02
  8.538945e-02   3.182090e+00   6.285830e-02
  8.585878e-02   3.282860e+00   6.119060e-02
  8.632811e-02   3.130100e+00   6.180970e-02
  8.679745e-02   3.029820e+00   6.251610e-02
  8.726678e-02   3.177100e+00   6.224150e-02
  8.773611e-02   3.114340e+00   6.012210e-02
  8.820544e-02   2.937830e+00   6.122350e-02
  8.867478e-02   2.945030e+00   6.219330e-02
  8.914411e-02   3.082790e+00   6.220100e-02
  8.961344e-02   2.860660e+00   6.024170e-02
