0.0166667 917329 7.38603 7.19311
0.03 738917 7.16975 7.04991
0.0433333 527059 6.83188 6.7338
0.0566667 334956 6.37856 6.32527
0.07 193076 5.82765 5.8812
0.0833333 105556 5.2238 5.39329
0.0966667 59693 4.65378 4.89486
0.11 38478.7 4.21467 4.44887
0.123333 28618.8 3.91863 4.00016
0.136667 22655.7 3.68498 3.61492
0.15 17651.7 3.4354 3.27405
0.163333 13121.9 3.13885 2.95314
0.176667 9452.26 2.81082 2.7318
0.19 6971.46 2.50639 2.46676
0.203333 5589.5 2.28545 2.2199
0.216667 4895.84 2.15295 2.09094
0.23 4476.5 2.06341 1.89514
0.243333 4133.98 1.98381 1.6866
1
