0.0166667 1.02343e+06 7.42508 7.19311
0.03 802777 7.18224 7.04991
0.0433333 555150 6.8134 6.7338
0.0566667 346147 6.34102 6.32527
0.07 201674 5.80081 5.8812
0.0833333 114411 5.23396 5.39329
0.0966667 65417.1 4.67494 4.89486
0.11 39313 4.16572 4.44887
0.123333 26718.4 3.77951 4.00016
0.136667 21161.9 3.54636 3.61492
0.15 17796.9 3.37319 3.27405
0.163333 14279.8 3.15301 2.95314
0.176667 10753.7 2.86941 2.7318
0.19 8141.49 2.59113 2.46676
0.203333 6641.93 2.38756 2.2199
0.216667 5756.67 2.24452 2.09094
0.23 5080.29 2.11953 1.89514
0.243333 4587.86 2.01757 1.6866
1
