0.0163158 1.01358e+06 7.41369 7.19311
0.0289474 812075 7.19203 7.07751
0.0415789 581873 6.85869 6.77473
0.0542105 379544 6.43141 6.4085
0.0668421 231043 5.93505 5.99425
0.0794737 135069 5.39823 5.54522
0.0921053 78311.1 4.85313 5.08892
0.104737 47251.9 4.34794 4.62167
0.117368 31694.8 3.9486 4.20188
0.13 24195.8 3.67862 3.82454
0.142632 19732 3.47469 3.48628
0.155263 15921.4 3.26011 3.16003
0.167895 12449.8 3.01415 2.92085
0.180526 9719.27 2.76655 2.62876
0.193158 7871.09 2.55564 2.39742
0.205789 6704.46 2.39522 2.16826
0.218421 5969.88 2.27917 2.06136
0.231053 5484.89 2.19444 1.85891
0.243684 5100.4 2.12176 1.6866
1
