0.0650451 -0.518885
0.0798699 -0.498626
0.195488 -0.408375
0.0598923 -nan
0.307651 -0.102542
0.111437 -0.500949
0.0619477 -0.516365
0.129174 -0.484627
0.155241 -0.513992
0.0592927 -nan
0.0680333 -0.519305
0.0758579 -0.520873
0.143779 -0.514717
0.0577442 -0.52747
0.183912 -0.475898
0.0598302 -0.517098
0.188127 -0.240291
0.0644737 -0.541509
0.0840077 -0.53701
0.0588923 -nan
0.0821091 -0.511276
0.0578947 -nan
0.0679867 -0.528212
0.145098 -0.407198
0.0883328 -0.493712
0.0525827 -nan
0.170237 -0.43498
0.152546 -0.467109
0.0617705 -0.504842
0.0955841 -0.50616
0.0673668 -0.519066
0.075058 -0.526896
0.0573269 -nan
0.0662837 -0.524862
0.104256 -0.524317
0.125338 -0.478843
0.0879558 -0.524846
0.109092 -0.487412
0.105178 -0.500217
0.176461 -0.429574
0.0718798 -0.50369
0.0686606 -0.529264
0.0609039 -nan
0.0629143 -0.54162
0.115499 -0.503273
0.0802253 -0.522726
0.134778 -0.48216
0.0847603 -0.505549
0.0912377 -0.52606
0.0891305 -0.519607
0.0998906 -0.515018
0.0845157 -0.511247
0.153464 -0.33875
0.227691 -0.416609
0.105457 -0.498968
0.0706528 -0.519841
0.0579343 -0.522012
0.104238 -0.492033
0.0988907 -0.502613
0.0900463 -0.505901
0.0781673 -0.516063
0.122486 -0.488135
0.147161 -0.461267
0.119121 -0.511843
0.10515 -0.509699
0.0720428 -0.509764
0.103722 -0.503787
0.172453 -0.432964
0.0576513 -nan
0.118429 -0.47723
0.0672049 -0.537225
0.053181 -nan
0.144371 -0.478451
0.0830089 -0.510423
0.105339 -0.505033
0.0788175 -0.517108
0.0504235 -nan
0.0611427 -0.514815
0.0991167 -0.529889
0.087369 -0.527702
0.0587206 -0.502489
0.0844169 -0.50233
0.0667531 -0.521259
0.0669558 -0.514986
0.112744 -0.500536
0.0571427 -0.509893
0.110702 -0.507594
0.0808925 -0.504847
0.06515 -0.520888
0.0946143 -0.500697
0.0594719 -nan
0.0683834 -0.532782
0.065216 -0.517147
0.092828 -0.52258
0.154884 -0.358594
0.0616233 -0.524858
0.0682874 -0.509153
0.072605 -0.508102
0.0601385 -0.524289
0.0764875 -0.50704
0.0645681 -0.526347
0.106641 -0.529511
0.061289 -nan
0.0790182 -0.512898
0.12438 -0.474879
0.0580238 -nan
0.0579742 -nan
0.0522334 -nan
0.0640989 -0.502387
0.0746801 -0.519315
0.088377 -0.514668
0.0978069 -0.506273
0.0607145 -0.523354
0.0642847 -0.538747
0.0709533 -0.526196
0.0871859 -0.517034
0.073708 -0.535535
0.146469 -0.478522
0.0789981 -0.505608
0.0890263 -0.512202
0.0540966 -nan
0.103883 -0.494195
0.133897 -0.49177
0.205164 -0.241371
0.131188 -0.510673
0.109425 -0.498449
0.0785586 -0.498407
0.0840534 -0.504847
0.107046 -0.490767
0.076222 -0.512713
0.0597056 -0.512605
0.106433 -0.513205
0.0518661 -nan
0.0804738 -0.52613
0.0976733 -0.50273
0.0939586 -0.484075
0.158282 -0.455702
0.104304 -0.498881
0.0773952 -0.515062
0.0624472 -0.527395
0.104884 -0.500259
0.072682 -0.510793
0.0600429 -0.503094
0.111712 -0.52422
0.104513 -0.49189
0.103084 -0.489858
0.0810213 -0.474998
0.0852202 -0.510338
0.053262 -nan
0.0712882 -0.520395
0.0801938 -0.540398
0.082973 -0.507783
0.073022 -0.526057
0.0772762 -0.526435
0.121443 -0.50512
0.0758223 -0.525842
0.234349 -0.43367
0.0736252 -0.523821
0.0776962 -0.514892
0.0911412 -0.507318
0.0677073 -0.505146
0.0634442 -0.524885
0.130277 -0.506211
0.0899127 -0.493658
0.0743868 -0.508658
0.0671231 -0.514195
0.113527 -0.49837
0.0899826 -0.492
0.100185 -0.514696
0.0652288 -0.542955
0.0537773 -nan
0.13156 -0.509104
0.0789632 -0.504177
0.0872506 -0.478852
0.0808536 -0.521514
0.0746352 -0.506512
0.0655699 -0.514613
0.0698156 -0.515235
0.073992 -0.507533
0.101727 -0.509106
0.0588315 -nan
0.104252 -0.525171
0.105297 -0.489415
0.0610569 -0.506304
0.0683212 -0.515357
0.102011 -0.481715
0.156039 -0.480901
0.0630438 -0.523423
0.0695254 -0.508767
0.158102 -0.473245
0.0864642 -0.510912
0.130779 -0.468221
0.321678 -0.0599839
0.18493 -0.467568
0.0680506 -0.51428
0.0844039 -0.499704
0.146612 -0.479561
0.143489 -0.50187
0.114785 -0.501111
0.0573818 -nan
0.089594 -0.518807
0.0807092 -0.523044
0.111758 -0.502381
0.254643 -0.4246
0.168237 -0.348261
0.139664 -0.463336
0.13871 -0.461523
0.0570027 -nan
0.267518 -0.405134
0.0847405 -0.514081
0.0899107 -0.512558
0.0779589 -0.519219
0.105075 -0.518111
0.0952627 -0.516029
0.063202 -0.512605
0.117408 -0.495672
0.0850029 -0.514968
0.0868577 -0.523638
0.0690958 -0.51739
0.0529317 -nan
0.0757359 -0.520973
0.059388 -nan
0.0732014 -0.527
0.165165 -0.441798
0.127345 -0.489229
0.104586 -0.506576
0.0780552 -0.513055
0.195455 -0.449714
0.0717506 -0.517835
0.0692751 -0.514753
0.125092 -0.500573
0.0639879 -0.527641
0.13049 -0.488997
0.07818 -0.502543
0.0756429 -0.515473
0.0707088 -0.51566
0.105467 -0.509383
0.155506 -0.478755
0.0762047 -0.522272
0.064181 -0.503958
0.141334 -0.435879
0.0672794 -0.518616
0.0888507 -0.527122
0.0612825 -nan
0.0799451 -0.502411
0.059717 -0.505575
0.104255 -0.494263
0.0747773 -0.526434
0.0608391 -nan
0.0703323 -0.513218
0.12016 -0.507683
0.116339 -0.508469
0.111956 -0.493937
0.078711 -0.509332
0.155911 -0.450606
0.116852 -0.481145
0.0748991 -0.527102
0.255711 -0.194868
0.0764311 -0.514069
0.060419 -nan
0.0581801 -nan
0.0571157 -nan
0.103932 -0.527755
0.0967248 -0.468968
0.0997615 -0.421488
0.0787773 -0.513858
0.160013 -0.49832
0.0923135 -0.493169
0.0822813 -0.500111
0.0681982 -0.64207
0.0662958 -0.520879
0.135782 -0.495275
0.0521211 -nan
0.181643 -0.3342
0.0579288 -nan
0.104408 -0.491947
0.0922473 -0.492727
0.1268 -0.512837
0.0659428 -0.516536
0.162039 -0.42502
0.0629913 -nan
0.0757862 -0.514026
0.0700202 -0.513319
0.0707372 -0.536942
0.0671873 -0.511627
0.219052 -0.374257
0.0799837 -0.508197
0.0996124 -0.493692
0.0995388 -0.490461
0.104305 -0.529528
0.0675206 -0.534985
0.188449 -0.261115
0.0702712 -0.524314
0.170664 -0.353681
0.180531 -0.431063
0.057119 -nan
0.0991037 -0.508412
0.0604864 -0.527543
0.074615 -0.508447
0.0901462 -0.491381
0.0681754 -0.526001
0.093688 -0.49352
0.0642617 -0.513472
0.0636788 -0.529791
0.0675905 -0.525883
0.1064 -0.494954
0.142084 -0.493157
0.0694552 -0.50256
0.114972 -0.503156
0.123209 -0.476658
0.0585733 -0.518558
0.0591289 -nan
0.0666303 -0.51876
0.0731376 -0.502653
0.0703643 -0.517235
0.118375 -0.512353
0.0605138 -nan
0.118278 -0.49085
0.104441 -0.514162
0.126261 -0.49747
0.065324 -0.503265
0.142948 -0.510483
0.0580692 -nan
0.090925 -0.530109
0.129999 -0.476829
0.0743468 -0.519034
0.193065 -0.395661
0.0567831 -nan
0.164047 -0.449648
0.0609367 -nan
0.111879 -0.491871
0.142448 -0.477178
0.0990327 -0.499057
0.113891 -0.460025
0.103321 -0.497302
0.0725618 -0.513743
0.0637264 -0.506709
0.0671016 -0.517139
0.160919 -0.451116
0.0952723 -0.508065
0.0779016 -0.539744
0.0627707 -0.529911
0.14754 -0.461965
0.0691945 -0.520531
0.0652549 -0.52106
0.0505655 -nan
0.0713412 -0.539052
0.102478 -0.515283
0.0994051 -0.508399
0.0989073 -0.503688
0.0669499 -0.522276
0.159233 -0.467721
0.0523287 -nan
0.0775812 -0.525119
0.133558 -0.512741
0.0775693 -0.50935
0.100915 -0.509828
0.166159 -0.420904
0.056599 -nan
0.12622 -0.493493
0.0659392 -0.517913
0.0593512 -nan
0.216161 -0.39715
0.0817314 -0.493588
0.18421 -0.438048
0.143781 -0.497032
0.0582291 -nan
0.10858 -0.51567
0.071446 -0.518601
0.0782183 -0.530086
0.157154 -0.424626
0.0743881 -0.512793
0.0567836 -nan
0.155247 -0.464428
0.337902 -0.0141378
0.0579035 -nan
0.26383 -0.422352
0.0604182 -0.513544
0.0661352 -0.541337
0.131467 -0.499373
0.0690645 -0.537638
0.0865739 -0.507091
0.101604 -0.514088
0.118225 -0.507474
0.0755963 -0.515556
0.0731487 -0.527173
0.0563107 -nan
0.0580912 -nan
0.0604773 -nan
0.102992 -0.51552
0.0987335 -0.479969
0.0998069 -0.508782
0.0846988 -0.502278
0.0511582 -nan
0.0562588 -nan
0.0720965 -0.525291
0.0651273 -0.519098
0.066695 -0.524131
0.107725 -0.508647
0.0866745 -0.520284
0.0503474 -nan
0.1196 -0.495201
0.126567 -0.506958
0.094304 -0.50999
0.0699532 -0.515598
0.0573941 -nan
0.0883747 -0.496426
0.157285 -0.360261
0.0731639 -0.511165
0.154378 -0.476001
0.106388 -0.489184
0.0971695 -0.493773
0.0769056 -0.522818
0.137708 -0.478541
0.0566696 -nan
0.0571566 -nan
0.121224 -0.474095
0.0645577 -0.504008
0.145267 -0.511884
0.0788665 -0.514721
0.0661298 -0.514472
0.3278 -0.0715332
0.0600559 -nan
0.0847642 -0.495205
0.0931748 -0.51391
0.0767696 -0.508167
0.111744 -0.505626
0.13219 -0.496814
0.0709117 -0.530909
0.127566 -0.479427
0.0850943 -0.508742
0.328293 -0.0474652
0.0822444 -0.510318
0.0825607 -0.507104
0.137783 -0.476684
0.11252 -0.468917
0.132173 -0.49992
0.149966 -0.47647
0.0661709 -0.522711
0.0967686 -0.476032
0.0603022 -0.524983
0.0732169 -0.511734
0.102814 -0.508236
