0.0157143 855908 3.35318 3.33439
0.0271429 680991 3.12456 3.08401
0.0385714 483737 2.78255 2.70225
0.05 313380 2.34843 2.27368
0.0614286 194158 1.86969 1.87039
0.0728571 123765 1.4194 1.48081
0.0842857 85415.4 1.04854 1.13762
0.0957143 62281.3 0.732675 0.79588
0.107143 45163.6 0.411306 0.420531
0.118571 31851.8 0.0621081 0.0782565
0.13 22656 -0.278562 -0.273594
0.141429 17154 -0.556755 -0.624349
0.152857 13872.6 -0.769072 -0.996913
0.164286 11475.2 -0.958796 -1.36798
0.175714 9495.65 -1.14815 -1.78701
0.187143 8053.91 -1.31283 -2.04075
0.198571 7235.29 -1.42002 -2.27899
0.21 6838.46 -1.47642 -2.27164
0.221429 6541.88 -1.52076 -2.30002
0.232857 6139.73 -1.5842 -2.50274
0.244286 5611.78 -1.67412 -2.96622
1
