0.0157143 903453 3.36301 3.33439
0.0271429 718822 3.1344 3.08401
0.0385714 510594 2.79236 2.70225
0.05 330567 2.3576 2.27368
0.0614286 204180 1.87579 1.87039
0.0728571 129096 1.41734 1.48081
0.0842857 87948 1.03353 1.13762
0.0957143 63320.2 0.704992 0.79588
0.107143 45534.1 0.37525 0.420531
0.118571 31957.2 0.0211835 0.0782565
0.13 22565.7 -0.326782 -0.273594
0.141429 16801.2 -0.621764 -0.624349
0.152857 13258.2 -0.858597 -0.996913
0.164286 10725 -1.07064 -1.36798
0.175714 8764.42 -1.27251 -1.78701
0.187143 7420.61 -1.43895 -2.04075
0.198571 6700.51 -1.54103 -2.27899
0.21 6390.78 -1.58836 -2.27164
0.221429 6191.51 -1.62003 -2.30002
0.232857 5889.47 -1.67005 -2.50274
0.244286 5426.38 -1.75194 -2.96622
1
