0.0157143 909800 3.37473 3.33439
0.0271429 723371 3.14543 3.08401
0.0385714 512510 2.80083 2.70225
0.05 329760 2.35987 2.27368
0.0614286 201605 1.86782 1.87039
0.0728571 126353 1.40058 1.48081
0.0842857 86378.9 1.02025 1.13762
0.0957143 63308.7 0.709528 0.79588
0.107143 46517.3 0.401329 0.420531
0.118571 33029.3 0.0589008 0.0782565
0.13 23119.7 -0.29781 -0.273594
0.141429 16758.8 -0.619569 -0.624349
0.152857 12885.2 -0.882413 -0.996913
0.164286 10327.8 -1.10366 -1.36798
0.175714 8517.56 -1.29637 -1.78701
0.187143 7352.91 -1.4434 -2.04075
0.198571 6744.32 -1.52979 -2.27899
0.21 6436.41 -1.57652 -2.27164
0.221429 6147.97 -1.62237 -2.30002
0.232857 5740.87 -1.69088 -2.50274
0.244286 5240.2 -1.78214 -2.96622
1
