0.0157143 918334 3.35975 3.33439
0.0271429 729060 3.12895 3.08401
0.0385714 516415 2.7841 2.70225
0.05 333656 2.3473 2.27368
0.0614286 206415 1.86708 1.87039
0.0728571 131577 1.41679 1.48081
0.0842857 90809.6 1.04596 1.13762
0.0957143 66149.4 0.729106 0.79588
0.107143 47907.2 0.406456 0.420531
0.118571 33715.9 0.0551599 0.0782565
0.13 23794 -0.293377 -0.273594
0.141429 17669.9 -0.590946 -0.624349
0.152857 13913.2 -0.829975 -0.996913
0.164286 11269.6 -1.0407 -1.36798
0.175714 9281.89 -1.23474 -1.78701
0.187143 7969.19 -1.38723 -2.04075
0.198571 7281.34 -1.47749 -2.27899
0.21 6941.68 -1.52527 -2.27164
0.221429 6636.2 -1.57027 -2.30002
0.232857 6204.14 -1.63759 -2.50274
0.244286 5658.25 -1.72969 -2.96622
1
