0.0157143 915104 3.35544 3.33439
0.0271429 727045 3.12539 3.08401
0.0385714 515694 2.78191 2.70225
0.05 333898 2.34723 2.27368
0.0614286 207089 1.86955 1.87039
0.0728571 132210 1.42079 1.48081
0.0842857 91162 1.04904 1.13762
0.0957143 66240.7 0.729692 0.79588
0.107143 47904.1 0.405598 0.420531
0.118571 33778.7 0.0562281 0.0782565
0.13 23972.3 -0.286703 -0.273594
0.141429 17894.9 -0.579088 -0.624349
0.152857 14066.9 -0.819777 -0.996913
0.164286 11270.8 -1.04139 -1.36798
0.175714 9130.58 -1.25197 -1.78701
0.187143 7733.91 -1.41799 -2.04075
0.198571 7051.02 -1.51043 -2.27899
0.21 6778.81 -1.5498 -2.27164
0.221429 6554.9 -1.58339 -2.30002
0.232857 6175.64 -1.64299 -2.50274
0.244286 5633.75 -1.73483 -2.96622
1
