0.0157143 896045 3.36447 3.33439
0.0271429 714398 3.13792 3.08401
0.0385714 508473 2.79789 2.70225
0.05 329226 2.36322 2.27368
0.0614286 202526 1.87734 1.87039
0.0728571 127097 1.41143 1.48081
0.0842857 86279.6 1.02407 1.13762
0.0957143 62566 0.702698 0.79588
0.107143 45714.4 0.388889 0.420531
0.118571 32645.7 0.0521897 0.0782565
0.13 23301.1 -0.285022 -0.273594
0.141429 17358.8 -0.579427 -0.624349
0.152857 13635.5 -0.82085 -0.996913
0.164286 10992.9 -1.03627 -1.36798
0.175714 8972.86 -1.23932 -1.78701
0.187143 7595.9 -1.40592 -2.04075
0.198571 6865.5 -1.50701 -2.27899
0.21 6561.3 -1.55234 -2.27164
0.221429 6366.35 -1.5825 -2.30002
0.232857 6056.91 -1.63232 -2.50274
0.244286 5576.5 -1.71496 -2.96622
1
