0.0157143 861668 3.34891 3.33439
0.0271429 686676 3.1219 3.08401
0.0385714 488984 2.78237 2.70225
0.05 317719 2.35121 2.27368
0.0614286 197258 1.87455 1.87039
0.0728571 125614 1.42325 1.48081
0.0842857 86324.5 1.04815 1.13762
0.0957143 62717.7 0.728683 0.79588
0.107143 45516.4 0.408113 0.420531
0.118571 32279.1 0.0644604 0.0782565
0.13 23085.9 -0.270736 -0.273594
0.141429 17410.7 -0.552874 -0.624349
0.152857 13826.2 -0.783398 -0.996913
0.164286 11122.2 -1.00102 -1.36798
0.175714 8945.79 -1.21878 -1.78701
0.187143 7463.28 -1.39997 -2.04075
0.198571 6740.21 -1.50187 -2.27899
0.21 6517.09 -1.53553 -2.27164
0.221429 6402.09 -1.55334 -2.30002
0.232857 6127.35 -1.5972 -2.50274
0.244286 5639.94 -1.68009 -2.96622
1
